Country.Name,Country.Code,Year,GNI.caput
Gabon,GAB,1968,460
Georgia,GEO,1968,NA
Ghana,GHA,1968,230
Greece,GRC,1968,1180
Guatemala,GTM,1968,320
Guinea,GIN,1968,NA
Guinea-Bissau,GNB,1968,NA
Guyana,GUY,1968,330
Haiti,HTI,1968,NA
Honduras,HND,1968,250
Hungary,HUN,1968,NA
Iceland,ISL,1968,2790
Jamaica,JAM,1968,620
Jordan,JOR,1968,NA
Kazakhstan,KAZ,1968,NA
Kenya,KEN,1968,130
Kyrgyz Republic,KGZ,1968,NA
Lao PDR,LAO,1968,NA
Latvia,LVA,1968,NA
Lebanon,LBN,1968,NA
Lesotho,LSO,1968,80
Liberia,LBR,1968,230
Libya,LBY,1968,NA
Lithuania,LTU,1968,NA
Luxembourg,LUX,1968,2240
"Macedonia, FYR",MKD,1968,NA
Malawi,MWI,1968,60
Malaysia,MYS,1968,370
Mali,MLI,1968,NA
Malta,MLT,1968,NA
Mauritania,MRT,1968,190
Moldova,MDA,1968,NA
Mongolia,MNG,1968,NA
Montenegro,MNE,1968,NA
Morocco,MAR,1968,230
Mozambique,MOZ,1968,NA
Myanmar,MMR,1968,NA
Namibia,NAM,1968,NA
Nepal,NPL,1968,80
New Zealand,NZL,1968,NA
Nicaragua,NIC,1968,290
Niger,NER,1968,170
Nigeria,NGA,1968,100
Norway,NOR,1968,2630
Pakistan,PAK,1968,150
Panama,PAN,1968,660
Paraguay,PRY,1968,NA
Peru,PER,1968,480
Philippines,PHL,1968,220
Poland,POL,1968,NA
Portugal,PRT,1968,730
Romania,ROM,1968,NA
Rwanda,RWA,1968,50
Senegal,SEN,1968,270
Serbia,SRB,1968,NA
Sierra Leone,SLE,1968,150
Slovak Republic,SVK,1968,NA
Slovenia,SVN,1968,NA
Sri Lanka,LKA,1968,160
South Africa,ZAF,1968,660
Sudan,SDN,1968,130
Suriname,SUR,1968,NA
Swaziland,SWZ,1968,NA
Sweden,SWE,1968,3770
Tajikistan,TJK,1968,NA
Tanzania,TZA,1968,NA
Thailand,THA,1968,180
Togo,TGO,1968,130
Tunisia,TUN,1968,240
Turkmenistan,TKM,1968,NA
Uganda,UGA,1968,NA
Ukraine,UKR,1968,NA
United Arab Emirates,ARE,1968,NA
Uruguay,URY,1968,610
Uzbekistan,UZB,1968,NA
"Venezuela, RB",VEN,1968,1100
Vietnam,VNM,1968,NA
"Yemen, Rep.",YEM,1968,NA
Zambia,ZMB,1968,360
Zimbabwe,ZWE,1968,300
Argentina,ARG,1969,1300
Australia,AUS,1969,2980
Brazil,BRA,1969,410
China,CHN,1969,110
France,FRA,1969,2820
Germany,DEU,1969,NA
India,IND,1969,110
Indonesia,IDN,1969,80
Italy,ITA,1969,1850
Japan,JPN,1969,1660
"Korea, Rep.",KOR,1969,230
Mexico,MEX,1969,620
Netherlands,NLD,1969,2480
Russian Federation,RUS,1969,NA
Saudi Arabia,SAU,1969,NA
Spain,ESP,1969,1110
Switzerland,CHE,1969,NA
Turkey,TUR,1969,560
United Kingdom,GBR,1969,NA
United States,USA,1969,5080
Afghanistan,AFG,1969,NA
Algeria,DZA,1969,310
Albania,ALB,1969,NA
Angola,AGO,1969,NA
Armenia,ARM,1969,NA
Austria,AUT,1969,1850
Azerbaijan,AZE,1969,NA
Bangladesh,BGD,1969,NA
Belarus,BLR,1969,NA
Belgium,BEL,1969,2510
Belize,BLZ,1969,420
Benin,BEN,1969,120
Bolivia,BOL,1969,NA
Bosnia and Herzegovina,BIH,1969,NA
Botswana,BWA,1969,130
Bulgaria,BGR,1969,NA
Burkina Faso,BFA,1969,90
Cambodia,KHM,1969,NA
Cameroon,CMR,1969,150
Canada,CAN,1969,3680
Central African Republic,CAF,1969,110
Chad,TCD,1969,140
Chile,CHL,1969,800
Colombia,COL,1969,320
"Congo, Rep.",COG,1969,210
Costa Rica,CRI,1969,480
Cote d'Ivoire,CIV,1969,280
Croatia,HRV,1969,NA
Cuba,CUB,1969,NA
Cyprus,CYP,1969,NA
Czech Republic,CZE,1969,NA
Denmark,DNK,1969,NA
Dominican Republic,DOM,1969,280
Ecuador,ECU,1969,500
"Egypt, Arab Rep.",EGY,1969,190
El Salvador,SLV,1969,300
Estonia,EST,1969,NA
Ethiopia,ETH,1969,NA
Finland,FIN,1969,2270
"Gambia, The",GMB,1969,110
Gabon,GAB,1969,530
Georgia,GEO,1969,NA
Ghana,GHA,1969,230
Greece,GRC,1969,1330
Guatemala,GTM,1969,330
Guinea,GIN,1969,NA
Guinea-Bissau,GNB,1969,NA
Guyana,GUY,1969,350
Haiti,HTI,1969,NA
Honduras,HND,1969,250
Hungary,HUN,1969,NA
Iceland,ISL,1969,2490
Jamaica,JAM,1969,650
Jordan,JOR,1969,NA
Kazakhstan,KAZ,1969,NA
Kenya,KEN,1969,140
Kyrgyz Republic,KGZ,1969,NA
Lao PDR,LAO,1969,NA
Latvia,LVA,1969,NA
Lebanon,LBN,1969,NA
Lesotho,LSO,1969,80
Liberia,LBR,1969,240
Libya,LBY,1969,NA
Lithuania,LTU,1969,NA
Luxembourg,LUX,1969,2560
"Macedonia, FYR",MKD,1969,NA
Malawi,MWI,1969,60
Malaysia,MYS,1969,380
Mali,MLI,1969,60
Malta,MLT,1969,NA
Mauritania,MRT,1969,180
Moldova,MDA,1969,NA
Mongolia,MNG,1969,NA
Montenegro,MNE,1969,NA
Morocco,MAR,1969,240
Mozambique,MOZ,1969,NA
Myanmar,MMR,1969,NA
Namibia,NAM,1969,NA
Nepal,NPL,1969,80
New Zealand,NZL,1969,NA
Nicaragua,NIC,1969,310
Niger,NER,1969,150
Nigeria,NGA,1969,120
Norway,NOR,1969,2850
Pakistan,PAK,1969,160
Panama,PAN,1969,710
Paraguay,PRY,1969,NA
Peru,PER,1969,490
Philippines,PHL,1969,240
Poland,POL,1969,NA
Portugal,PRT,1969,790
Romania,ROM,1969,NA
Rwanda,RWA,1969,50
Senegal,SEN,1969,250
Serbia,SRB,1969,NA
Sierra Leone,SLE,1969,160
Slovak Republic,SVK,1969,NA
Slovenia,SVN,1969,NA
Sri Lanka,LKA,1969,170
South Africa,ZAF,1969,720
Sudan,SDN,1969,130
Suriname,SUR,1969,NA
Swaziland,SWZ,1969,NA
Sweden,SWE,1969,4100
Tajikistan,TJK,1969,NA
Tanzania,TZA,1969,NA
Thailand,THA,1969,190
Togo,TGO,1969,140
Tunisia,TUN,1969,250
Turkmenistan,TKM,1969,NA
Uganda,UGA,1969,NA
Ukraine,UKR,1969,NA
United Arab Emirates,ARE,1969,NA
Uruguay,URY,1969,670
Uzbekistan,UZB,1969,NA
"Venezuela, RB",VEN,1969,1110
Vietnam,VNM,1969,NA
"Yemen, Rep.",YEM,1969,NA
Zambia,ZMB,1969,400
Zimbabwe,ZWE,1969,340
Argentina,ARG,1970,1320
Australia,AUS,1970,3270
Brazil,BRA,1970,440
China,CHN,1970,120
France,FRA,1970,3040
Germany,DEU,1970,NA
India,IND,1970,120
Indonesia,IDN,1970,90
Italy,ITA,1970,2100
Japan,JPN,1970,1810
"Korea, Rep.",KOR,1970,260
Mexico,MEX,1970,670
Netherlands,NLD,1970,2950
Russian Federation,RUS,1970,NA
Saudi Arabia,SAU,1970,710
Spain,ESP,1970,1190
Switzerland,CHE,1970,NA
Turkey,TUR,1970,560
United Kingdom,GBR,1970,2360
United States,USA,1970,5260
Afghanistan,AFG,1970,NA
Algeria,DZA,1970,330
Albania,ALB,1970,NA
Angola,AGO,1970,NA
Armenia,ARM,1970,NA
Austria,AUT,1970,2100
Azerbaijan,AZE,1970,NA
Bangladesh,BGD,1970,NA
Belarus,BLR,1970,NA
Belgium,BEL,1970,2820
Belize,BLZ,1970,420
Benin,BEN,1970,120
Bolivia,BOL,1970,250
Bosnia and Herzegovina,BIH,1970,NA
Botswana,BWA,1970,150
Bulgaria,BGR,1970,NA
Burkina Faso,BFA,1970,90
Cambodia,KHM,1970,NA
Cameroon,CMR,1970,160
Canada,CAN,1970,4080
Central African Republic,CAF,1970,110
Chad,TCD,1970,140
Chile,CHL,1970,860
Colombia,COL,1970,330
"Congo, Rep.",COG,1970,220
Costa Rica,CRI,1970,530
Cote d'Ivoire,CIV,1970,290
Croatia,HRV,1970,NA
Cuba,CUB,1970,NA
Cyprus,CYP,1970,NA
Czech Republic,CZE,1970,NA
Denmark,DNK,1970,3350
Dominican Republic,DOM,1970,340
Ecuador,ECU,1970,520
"Egypt, Arab Rep.",EGY,1970,210
El Salvador,SLV,1970,310
Estonia,EST,1970,NA
Ethiopia,ETH,1970,NA
Finland,FIN,1970,2490
"Gambia, The",GMB,1970,110
Gabon,GAB,1970,570
Georgia,GEO,1970,NA
Ghana,GHA,1970,250
Greece,GRC,1970,1520
Guatemala,GTM,1970,350
Guinea,GIN,1970,NA
Guinea-Bissau,GNB,1970,NA
Guyana,GUY,1970,350
Haiti,HTI,1970,NA
Honduras,HND,1970,260
Hungary,HUN,1970,NA
Iceland,ISL,1970,2580
Jamaica,JAM,1970,720
Jordan,JOR,1970,NA
Kazakhstan,KAZ,1970,NA
Kenya,KEN,1970,130
Kyrgyz Republic,KGZ,1970,NA
Lao PDR,LAO,1970,NA
Latvia,LVA,1970,NA
Lebanon,LBN,1970,NA
Lesotho,LSO,1970,90
Liberia,LBR,1970,250
Libya,LBY,1970,NA
Lithuania,LTU,1970,NA
Luxembourg,LUX,1970,2500
"Macedonia, FYR",MKD,1970,NA
Malawi,MWI,1970,60
Malaysia,MYS,1970,400
Mali,MLI,1970,70
Malta,MLT,1970,NA
Mauritania,MRT,1970,190
Moldova,MDA,1970,NA
Mongolia,MNG,1970,NA
Montenegro,MNE,1970,NA
Morocco,MAR,1970,250
Mozambique,MOZ,1970,NA
Myanmar,MMR,1970,NA
Namibia,NAM,1970,NA
Nepal,NPL,1970,80
New Zealand,NZL,1970,NA
Nicaragua,NIC,1970,310
Niger,NER,1970,150
Nigeria,NGA,1970,170
Norway,NOR,1970,3140
Pakistan,PAK,1970,170
Panama,PAN,1970,700
Paraguay,PRY,1970,NA
Peru,PER,1970,520
Philippines,PHL,1970,220
Poland,POL,1970,NA
Portugal,PRT,1970,970
Romania,ROM,1970,NA
Rwanda,RWA,1970,60
Senegal,SEN,1970,260
Serbia,SRB,1970,NA
Sierra Leone,SLE,1970,170
Slovak Republic,SVK,1970,NA
Slovenia,SVN,1970,NA
Sri Lanka,LKA,1970,170
South Africa,ZAF,1970,780
Sudan,SDN,1970,150
Suriname,SUR,1970,NA
Swaziland,SWZ,1970,NA
Sweden,SWE,1970,4650
Tajikistan,TJK,1970,NA
Tanzania,TZA,1970,NA
Thailand,THA,1970,210
Togo,TGO,1970,130
Tunisia,TUN,1970,270
Turkmenistan,TKM,1970,NA
Uganda,UGA,1970,NA
Ukraine,UKR,1970,NA
United Arab Emirates,ARE,1970,NA
Uruguay,URY,1970,820
Uzbekistan,UZB,1970,NA
"Venezuela, RB",VEN,1970,1200
Vietnam,VNM,1970,NA
"Yemen, Rep.",YEM,1970,NA
Zambia,ZMB,1970,440
Zimbabwe,ZWE,1970,400
Argentina,ARG,1971,1470
Australia,AUS,1971,3470
Brazil,BRA,1971,500
China,CHN,1971,120
France,FRA,1971,3260
Germany,DEU,1971,NA
India,IND,1971,120
Indonesia,IDN,1971,90
Italy,ITA,1971,2280
Japan,JPN,1971,2090
"Korea, Rep.",KOR,1971,310
Mexico,MEX,1971,710
Netherlands,NLD,1971,3270
Russian Federation,RUS,1971,NA
Saudi Arabia,SAU,1971,990
Spain,ESP,1971,1320
Switzerland,CHE,1971,NA
Turkey,TUR,1971,540
United Kingdom,GBR,1971,2590
United States,USA,1971,5650
Afghanistan,AFG,1971,NA
Algeria,DZA,1971,310
Albania,ALB,1971,NA
Angola,AGO,1971,NA
Armenia,ARM,1971,NA
Austria,AUT,1971,2330
Azerbaijan,AZE,1971,NA
Bangladesh,BGD,1971,NA
Belarus,BLR,1971,NA
Belgium,BEL,1971,3100
Belize,BLZ,1971,450
Benin,BEN,1971,120
Bolivia,BOL,1971,270
Bosnia and Herzegovina,BIH,1971,NA
Botswana,BWA,1971,180
Bulgaria,BGR,1971,NA
Burkina Faso,BFA,1971,90
Cambodia,KHM,1971,NA
Cameroon,CMR,1971,170
Canada,CAN,1971,4450
Central African Republic,CAF,1971,110
Chad,TCD,1971,140
Chile,CHL,1971,1020
Colombia,COL,1971,360
"Congo, Rep.",COG,1971,230
Costa Rica,CRI,1971,580
Cote d'Ivoire,CIV,1971,300
Croatia,HRV,1971,NA
Cuba,CUB,1971,NA
Cyprus,CYP,1971,NA
Czech Republic,CZE,1971,NA
Denmark,DNK,1971,3710
Dominican Republic,DOM,1971,370
Ecuador,ECU,1971,520
"Egypt, Arab Rep.",EGY,1971,220
El Salvador,SLV,1971,320
Estonia,EST,1971,NA
Ethiopia,ETH,1971,NA
Finland,FIN,1971,2710
"Gambia, The",GMB,1971,120
Gabon,GAB,1971,610
Georgia,GEO,1971,NA
Ghana,GHA,1971,270
Greece,GRC,1971,1710
Guatemala,GTM,1971,370
Guinea,GIN,1971,NA
Guinea-Bissau,GNB,1971,NA
Guyana,GUY,1971,370
Haiti,HTI,1971,NA
Honduras,HND,1971,270
Hungary,HUN,1971,NA
Iceland,ISL,1971,3030
Jamaica,JAM,1971,760
Jordan,JOR,1971,NA
Kazakhstan,KAZ,1971,NA
Kenya,KEN,1971,160
Kyrgyz Republic,KGZ,1971,NA
Lao PDR,LAO,1971,NA
Latvia,LVA,1971,NA
Lebanon,LBN,1971,NA
Lesotho,LSO,1971,90
Liberia,LBR,1971,260
Libya,LBY,1971,NA
Lithuania,LTU,1971,NA
Luxembourg,LUX,1971,2790
"Macedonia, FYR",MKD,1971,NA
Malawi,MWI,1971,80
Malaysia,MYS,1971,420
Mali,MLI,1971,70
Malta,MLT,1971,NA
Mauritania,MRT,1971,190
Moldova,MDA,1971,NA
Mongolia,MNG,1971,NA
Montenegro,MNE,1971,NA
Morocco,MAR,1971,270
Mozambique,MOZ,1971,NA
Myanmar,MMR,1971,NA
Namibia,NAM,1971,NA
Nepal,NPL,1971,80
New Zealand,NZL,1971,NA
Nicaragua,NIC,1971,320
Niger,NER,1971,160
Nigeria,NGA,1971,180
Norway,NOR,1971,3590
Pakistan,PAK,1971,180
Panama,PAN,1971,770
Paraguay,PRY,1971,NA
Peru,PER,1971,580
Philippines,PHL,1971,220
Poland,POL,1971,NA
Portugal,PRT,1971,1090
Romania,ROM,1971,NA
Rwanda,RWA,1971,60
Senegal,SEN,1971,250
Serbia,SRB,1971,NA
Sierra Leone,SLE,1971,180
Slovak Republic,SVK,1971,NA
Slovenia,SVN,1971,NA
Sri Lanka,LKA,1971,170
South Africa,ZAF,1971,850
Sudan,SDN,1971,160
Suriname,SUR,1971,NA
Swaziland,SWZ,1971,NA
Sweden,SWE,1971,4970
Tajikistan,TJK,1971,NA
Tanzania,TZA,1971,NA
Thailand,THA,1971,210
Togo,TGO,1971,130
Tunisia,TUN,1971,310
Turkmenistan,TKM,1971,NA
Uganda,UGA,1971,NA
Ukraine,UKR,1971,NA
United Arab Emirates,ARE,1971,NA
Uruguay,URY,1971,850
Uzbekistan,UZB,1971,NA
"Venezuela, RB",VEN,1971,1220
Vietnam,VNM,1971,NA
"Yemen, Rep.",YEM,1971,NA
Zambia,ZMB,1971,430
Zimbabwe,ZWE,1971,420
Argentina,ARG,1972,1460
Australia,AUS,1972,3890
Brazil,BRA,1972,590
China,CHN,1972,130
France,FRA,1972,3680
Germany,DEU,1972,3600
India,IND,1972,130
Indonesia,IDN,1972,100
Italy,ITA,1972,2610
Japan,JPN,1972,2680
"Korea, Rep.",KOR,1972,340
Mexico,MEX,1972,800
Netherlands,NLD,1972,3820
Russian Federation,RUS,1972,NA
Saudi Arabia,SAU,1972,1380
Spain,ESP,1972,1600
Switzerland,CHE,1972,NA
Turkey,TUR,1972,560
United Kingdom,GBR,1972,2960
United States,USA,1972,6290
Afghanistan,AFG,1972,NA
Algeria,DZA,1972,430
Albania,ALB,1972,NA
Angola,AGO,1972,NA
Armenia,ARM,1972,NA
Austria,AUT,1972,2750
Azerbaijan,AZE,1972,NA
Bangladesh,BGD,1972,NA
Belarus,BLR,1972,NA
Belgium,BEL,1972,3650
Belize,BLZ,1972,520
Benin,BEN,1972,130
Bolivia,BOL,1972,300
Bosnia and Herzegovina,BIH,1972,NA
Botswana,BWA,1972,230
Bulgaria,BGR,1972,NA
Burkina Faso,BFA,1972,90
Cambodia,KHM,1972,NA
Cameroon,CMR,1972,180
Canada,CAN,1972,5040
Central African Republic,CAF,1972,120
Chad,TCD,1972,150
Chile,CHL,1972,1110
Colombia,COL,1972,390
"Congo, Rep.",COG,1972,270
Costa Rica,CRI,1972,640
Cote d'Ivoire,CIV,1972,310
Croatia,HRV,1972,NA
Cuba,CUB,1972,850
Cyprus,CYP,1972,NA
Czech Republic,CZE,1972,NA
Denmark,DNK,1972,4350
Dominican Republic,DOM,1972,430
Ecuador,ECU,1972,510
"Egypt, Arab Rep.",EGY,1972,240
El Salvador,SLV,1972,340
Estonia,EST,1972,NA
Ethiopia,ETH,1972,NA
Finland,FIN,1972,3170
"Gambia, The",GMB,1972,120
Gabon,GAB,1972,680
Georgia,GEO,1972,NA
Ghana,GHA,1972,260
Greece,GRC,1972,1990
Guatemala,GTM,1972,390
Guinea,GIN,1972,NA
Guinea-Bissau,GNB,1972,130
Guyana,GUY,1972,390
Haiti,HTI,1972,NA
Honduras,HND,1972,290
Hungary,HUN,1972,NA
Iceland,ISL,1972,3720
Jamaica,JAM,1972,990
Jordan,JOR,1972,NA
Kazakhstan,KAZ,1972,NA
Kenya,KEN,1972,190
Kyrgyz Republic,KGZ,1972,NA
Lao PDR,LAO,1972,NA
Latvia,LVA,1972,NA
Lebanon,LBN,1972,NA
Lesotho,LSO,1972,100
Liberia,LBR,1972,280
Libya,LBY,1972,NA
Lithuania,LTU,1972,NA
Luxembourg,LUX,1972,3420
"Macedonia, FYR",MKD,1972,NA
Malawi,MWI,1972,80
Malaysia,MYS,1972,470
Mali,MLI,1972,80
Malta,MLT,1972,1090
Mauritania,MRT,1972,190
Moldova,MDA,1972,NA
Mongolia,MNG,1972,NA
Montenegro,MNE,1972,NA
Morocco,MAR,1972,290
Mozambique,MOZ,1972,NA
Myanmar,MMR,1972,NA
Namibia,NAM,1972,NA
Nepal,NPL,1972,80
New Zealand,NZL,1972,NA
Nicaragua,NIC,1972,330
Niger,NER,1972,160
Nigeria,NGA,1972,200
Norway,NOR,1972,4230
Pakistan,PAK,1972,170
Panama,PAN,1972,820
Paraguay,PRY,1972,NA
Peru,PER,1972,630
Philippines,PHL,1972,220
Poland,POL,1972,NA
Portugal,PRT,1972,1270
Romania,ROM,1972,NA
Rwanda,RWA,1972,60
Senegal,SEN,1972,270
Serbia,SRB,1972,NA
Sierra Leone,SLE,1972,180
Slovak Republic,SVK,1972,NA
Slovenia,SVN,1972,NA
Sri Lanka,LKA,1972,190
South Africa,ZAF,1972,900
Sudan,SDN,1972,160
Suriname,SUR,1972,NA
Swaziland,SWZ,1972,290
Sweden,SWE,1972,5670
Tajikistan,TJK,1972,NA
Tanzania,TZA,1972,NA
Thailand,THA,1972,220
Togo,TGO,1972,140
Tunisia,TUN,1972,400
Turkmenistan,TKM,1972,NA
Uganda,UGA,1972,NA
Ukraine,UKR,1972,NA
United Arab Emirates,ARE,1972,NA
Uruguay,URY,1972,870
Uzbekistan,UZB,1972,NA
"Venezuela, RB",VEN,1972,1330
Vietnam,VNM,1972,NA
"Yemen, Rep.",YEM,1972,NA
Zambia,ZMB,1972,430
Zimbabwe,ZWE,1972,460
Argentina,ARG,1973,1810
Australia,AUS,1973,4650
Brazil,BRA,1973,750
China,CHN,1973,160
France,FRA,1973,4700
Germany,DEU,1973,4680
India,IND,1973,150
Indonesia,IDN,1973,120
Italy,ITA,1973,3240
Japan,JPN,1973,3570
"Korea, Rep.",KOR,1973,420
Mexico,MEX,1973,960
Netherlands,NLD,1973,5030
Russian Federation,RUS,1973,NA
Saudi Arabia,SAU,1973,1770
Spain,ESP,1973,2100
Switzerland,CHE,1973,NA
Turkey,TUR,1973,650
United Kingdom,GBR,1973,3620
United States,USA,1973,7310
Afghanistan,AFG,1973,NA
Algeria,DZA,1973,520
Albania,ALB,1973,NA
Angola,AGO,1973,NA
Armenia,ARM,1973,NA
Austria,AUT,1973,3560
Azerbaijan,AZE,1973,NA
Bangladesh,BGD,1973,120
Belarus,BLR,1973,NA
Belgium,BEL,1973,4700
Belize,BLZ,1973,600
Benin,BEN,1973,160
Bolivia,BOL,1973,330
Bosnia and Herzegovina,BIH,1973,NA
Botswana,BWA,1973,310
Bulgaria,BGR,1973,NA
Burkina Faso,BFA,1973,110
Cambodia,KHM,1973,NA
Cameroon,CMR,1973,200
Canada,CAN,1973,6050
Central African Republic,CAF,1973,140
Chad,TCD,1973,160
Chile,CHL,1973,1320
Colombia,COL,1973,460
"Congo, Rep.",COG,1973,340
Costa Rica,CRI,1973,770
Cote d'Ivoire,CIV,1973,370
Croatia,HRV,1973,NA
Cuba,CUB,1973,1040
Cyprus,CYP,1973,NA
Czech Republic,CZE,1973,NA
Denmark,DNK,1973,5600
Dominican Republic,DOM,1973,510
Ecuador,ECU,1973,600
"Egypt, Arab Rep.",EGY,1973,260
El Salvador,SLV,1973,380
Estonia,EST,1973,NA
Ethiopia,ETH,1973,NA
Finland,FIN,1973,4030
"Gambia, The",GMB,1973,150
Gabon,GAB,1973,910
Georgia,GEO,1973,NA
Ghana,GHA,1973,280
Greece,GRC,1973,2490
Guatemala,GTM,1973,450
Guinea,GIN,1973,NA
Guinea-Bissau,GNB,1973,130
Guyana,GUY,1973,420
Haiti,HTI,1973,NA
Honduras,HND,1973,320
Hungary,HUN,1973,NA
Iceland,ISL,1973,4930
Jamaica,JAM,1973,1030
Jordan,JOR,1973,NA
Kazakhstan,KAZ,1973,NA
Kenya,KEN,1973,200
Kyrgyz Republic,KGZ,1973,NA
Lao PDR,LAO,1973,NA
Latvia,LVA,1973,NA
Lebanon,LBN,1973,NA
Lesotho,LSO,1973,150
Liberia,LBR,1973,290
Libya,LBY,1973,NA
Lithuania,LTU,1973,NA
Luxembourg,LUX,1973,4390
"Macedonia, FYR",MKD,1973,NA
Malawi,MWI,1973,100
Malaysia,MYS,1973,600
Mali,MLI,1973,90
Malta,MLT,1973,1260
Mauritania,MRT,1973,230
Moldova,MDA,1973,NA
Mongolia,MNG,1973,NA
Montenegro,MNE,1973,NA
Morocco,MAR,1973,350
Mozambique,MOZ,1973,NA
Myanmar,MMR,1973,NA
Namibia,NAM,1973,NA
Nepal,NPL,1973,90
New Zealand,NZL,1973,NA
Nicaragua,NIC,1973,380
Niger,NER,1973,160
Nigeria,NGA,1973,220
Norway,NOR,1973,5320
Pakistan,PAK,1973,150
Panama,PAN,1973,930
Paraguay,PRY,1973,NA
Peru,PER,1973,750
Philippines,PHL,1973,260
Poland,POL,1973,NA
Portugal,PRT,1973,1700
Romania,ROM,1973,NA
Rwanda,RWA,1973,70
Senegal,SEN,1973,300
Serbia,SRB,1973,NA
Sierra Leone,SLE,1973,200
Slovak Republic,SVK,1973,NA
Slovenia,SVN,1973,NA
Sri Lanka,LKA,1973,210
South Africa,ZAF,1973,1090
Sudan,SDN,1973,190
Suriname,SUR,1973,NA
Swaziland,SWZ,1973,360
Sweden,SWE,1973,7050
Tajikistan,TJK,1973,NA
Tanzania,TZA,1973,NA
Thailand,THA,1973,260
Togo,TGO,1973,170
Tunisia,TUN,1973,460
Turkmenistan,TKM,1973,NA
Uganda,UGA,1973,NA
Ukraine,UKR,1973,NA
United Arab Emirates,ARE,1973,NA
Uruguay,URY,1973,1060
Uzbekistan,UZB,1973,NA
"Venezuela, RB",VEN,1973,1600
Vietnam,VNM,1973,NA
"Yemen, Rep.",YEM,1973,NA
Zambia,ZMB,1973,450
Zimbabwe,ZWE,1973,550
Argentina,ARG,1974,2460
Australia,AUS,1974,5950
Brazil,BRA,1974,970
China,CHN,1974,180
France,FRA,1974,5800
Germany,DEU,1974,5800
India,IND,1974,170
Indonesia,IDN,1974,170
Italy,ITA,1974,3920
Japan,JPN,1974,4350
"Korea, Rep.",KOR,1974,540
Mexico,MEX,1974,1170
Netherlands,NLD,1974,6320
Russian Federation,RUS,1974,NA
Saudi Arabia,SAU,1974,3540
Spain,ESP,1974,2750
Switzerland,CHE,1974,NA
Turkey,TUR,1974,860
United Kingdom,GBR,1974,4040
United States,USA,1974,8000
Afghanistan,AFG,1974,NA
Algeria,DZA,1974,700
Albania,ALB,1974,NA
Angola,AGO,1974,NA
Armenia,ARM,1974,NA
Austria,AUT,1974,4640
Azerbaijan,AZE,1974,NA
Bangladesh,BGD,1974,150
Belarus,BLR,1974,NA
Belgium,BEL,1974,6020
Belize,BLZ,1974,730
Benin,BEN,1974,190
Bolivia,BOL,1974,410
Bosnia and Herzegovina,BIH,1974,NA
Botswana,BWA,1974,400
Bulgaria,BGR,1974,NA
Burkina Faso,BFA,1974,140
Cambodia,KHM,1974,NA
Cameroon,CMR,1974,270
Canada,CAN,1974,7180
Central African Republic,CAF,1974,160
Chad,TCD,1974,190
Chile,CHL,1974,1620
Colombia,COL,1974,550
"Congo, Rep.",COG,1974,420
Costa Rica,CRI,1974,900
Cote d'Ivoire,CIV,1974,460
Croatia,HRV,1974,NA
Cuba,CUB,1974,1240
Cyprus,CYP,1974,NA
Czech Republic,CZE,1974,NA
Denmark,DNK,1974,6850
Dominican Republic,DOM,1974,610
Ecuador,ECU,1974,830
"Egypt, Arab Rep.",EGY,1974,270
El Salvador,SLV,1974,430
Estonia,EST,1974,NA
Ethiopia,ETH,1974,NA
Finland,FIN,1974,5130
"Gambia, The",GMB,1974,190
Gabon,GAB,1974,1700
Georgia,GEO,1974,NA
Ghana,GHA,1974,320
Greece,GRC,1974,2840
Guatemala,GTM,1974,530
Guinea,GIN,1974,NA
Guinea-Bissau,GNB,1974,150
Guyana,GUY,1974,540
Haiti,HTI,1974,NA
Honduras,HND,1974,360
Hungary,HUN,1974,NA
Iceland,ISL,1974,6660
Jamaica,JAM,1974,1190
Jordan,JOR,1974,NA
Kazakhstan,KAZ,1974,NA
Kenya,KEN,1974,230
Kyrgyz Republic,KGZ,1974,NA
Lao PDR,LAO,1974,NA
Latvia,LVA,1974,NA
Lebanon,LBN,1974,NA
Lesotho,LSO,1974,220
Liberia,LBR,1974,340
Libya,LBY,1974,NA
Lithuania,LTU,1974,NA
Luxembourg,LUX,1974,5780
"Macedonia, FYR",MKD,1974,NA
Malawi,MWI,1974,120
Malaysia,MYS,1974,790
Mali,MLI,1974,100
Malta,MLT,1974,1560
Mauritania,MRT,1974,320
Moldova,MDA,1974,NA
Mongolia,MNG,1974,NA
Montenegro,MNE,1974,NA
Morocco,MAR,1974,450
Mozambique,MOZ,1974,NA
Myanmar,MMR,1974,NA
Namibia,NAM,1974,NA
Nepal,NPL,1974,100
New Zealand,NZL,1974,NA
Nicaragua,NIC,1974,510
Niger,NER,1974,210
Nigeria,NGA,1974,340
Norway,NOR,1974,6750
Pakistan,PAK,1974,150
Panama,PAN,1974,1050
Paraguay,PRY,1974,NA
Peru,PER,1974,940
Philippines,PHL,1974,320
Poland,POL,1974,NA
Portugal,PRT,1974,2070
Romania,ROM,1974,NA
Rwanda,RWA,1974,80
Senegal,SEN,1974,360
Serbia,SRB,1974,NA
Sierra Leone,SLE,1974,240
Slovak Republic,SVK,1974,NA
Slovenia,SVN,1974,NA
Sri Lanka,LKA,1974,250
South Africa,ZAF,1974,1380
Sudan,SDN,1974,250
Suriname,SUR,1974,NA
Swaziland,SWZ,1974,450
Sweden,SWE,1974,8580
Tajikistan,TJK,1974,NA
Tanzania,TZA,1974,NA
